Country,Region,Cause,year,month,fires_count,burned_area_ha,temperature_c,humidity_percent,wind_speed_kmh
Turkey,Izmir,Lightning,1932,8,455,32530,37,22,2
Spain,Catalonia,Deforestation,1932,7,324,84253,15,7,68
Spain,Andalusia,Human,1932,9,471,49852,43,94,5
USA,California,Deforestation,1932,5,274,38997,47,26,49
USA,Texas,Human,1932,7,475,91064,37,72,22
USA,Oregon,Climate Change,1932,9,175,42818,40,45,39
Brazil,Amazonas,Unknown,1932,7,493,14418,17,69,62
Brazil,Mato Grosso,Human,1932,10,151,85777,36,82,58
Greece,Athens,Human,1932,7,146,80015,27,16,56
Greece,Crete,Human,1932,7,362,99850,47,33,32
Australia,New South Wales,Climate Change,1932,5,116,50116,24,92,42
Australia,Victoria,Lightning,1932,9,391,3870,48,53,29
Portugal,Lisbon,Climate Change,1932,7,91,95952,47,73,68
Portugal,Porto,Climate Change,1932,9,448,44458,37,34,61
Italy,Sicily,Human,1932,6,100,39320,19,76,53
Italy,Sardinia,Human,1932,8,422,85032,19,42,27
Russia,Siberia,Lightning,1932,5,264,62602,47,37,21
Russia,Far East,Lightning,1932,9,177,69210,37,86,63
Canada,British Columbia,Human,1932,8,46,61551,23,7,10
Canada,Alberta,Lightning,1932,6,183,25203,28,7,25
France,Corsica,Climate Change,1932,5,145,66533,33,93,48
France,Provence,Climate Change,1932,10,207,53764,34,76,43
China,Yunnan,Human,1932,9,13,39484,16,23,21
China,Sichuan,Climate Change,1932,6,237,88653,20,21,69
India,Madhya Pradesh,Deforestation,1932,10,88,78310,32,30,57
India,Assam,Human,1932,8,452,47467,45,41,28
Turkey,Mugla,Lightning,1933,9,8,84921,46,92,38
Turkey,Antalya,Unknown,1933,5,35,41440,25,92,33
Turkey,Izmir,Lightning,1933,5,170,35257,33,88,57
Spain,Catalonia,Unknown,1933,10,37,27757,41,47,60
Spain,Andalusia,Climate Change,1933,8,101,53110,36,13,10
USA,California,Unknown,1933,5,287,37236,22,84,19
USA,Texas,Human,1933,9,127,54404,26,10,42
USA,Oregon,Lightning,1933,9,447,57011,32,69,55
Brazil,Amazonas,Lightning,1933,9,140,486,39,73,56
Brazil,Mato Grosso,Human,1933,7,342,56514,32,61,17
Greece,Athens,Deforestation,1933,10,429,12209,39,36,39
Greece,Crete,Climate Change,1933,10,404,56215,30,80,18
Australia,New South Wales,Human,1933,9,68,96190,27,76,57
Australia,Victoria,Deforestation,1933,9,272,39180,49,37,51
Portugal,Lisbon,Lightning,1933,8,397,21068,43,43,46
Portugal,Porto,Deforestation,1933,5,60,84293,19,18,68
Italy,Sicily,Lightning,1933,10,246,83609,39,81,17
Italy,Sardinia,Climate Change,1933,5,102,794,36,85,50
Russia,Siberia,Lightning,1933,5,440,47461,36,47,9
Russia,Far East,Unknown,1933,7,197,73268,18,81,42
Canada,British Columbia,Climate Change,1933,7,258,4202,19,85,31
Canada,Alberta,Deforestation,1933,5,266,94396,30,89,67
France,Corsica,Climate Change,1933,6,404,10632,27,36,48
France,Provence,Lightning,1933,10,204,45582,40,14,32
China,Yunnan,Climate Change,1933,5,161,99688,15,91,4
China,Sichuan,Deforestation,1933,7,459,52039,29,71,31
India,Madhya Pradesh,Climate Change,1933,6,335,50724,24,23,4
India,Assam,Human,1933,8,303,86258,40,84,37
Turkey,Mugla,Human,1934,5,88,99504,19,82,15
Turkey,Antalya,Deforestation,1934,8,491,88151,18,87,10
Turkey,Izmir,Unknown,1934,9,81,96049,24,41,24
Spain,Catalonia,Lightning,1934,7,74,23869,27,55,51
Spain,Andalusia,Climate Change,1934,8,23,46436,16,44,39
USA,California,Deforestation,1934,7,213,46614,22,90,69
USA,Texas,Lightning,1934,7,460,1260,16,84,60
USA,Oregon,Unknown,1934,7,32,1195,40,55,33
Brazil,Amazonas,Human,1934,6,429,99877,16,46,66
Brazil,Mato Grosso,Human,1934,8,253,36527,42,42,34
Greece,Athens,Human,1934,6,321,26897,32,74,16
Greece,Crete,Unknown,1934,9,123,95118,21,21,51
Australia,New South Wales,Human,1934,10,59,31318,27,51,63
Australia,Victoria,Human,1934,10,33,29817,43,52,6
Portugal,Lisbon,Lightning,1934,6,167,69210,33,75,47
Portugal,Porto,Unknown,1934,7,177,8107,39,48,61
Italy,Sicily,Climate Change,1934,10,155,66870,35,5,20
Italy,Sardinia,Unknown,1934,9,448,85124,17,56,29
Russia,Siberia,Human,1934,10,458,22042,37,20,25
Russia,Far East,Climate Change,1934,9,429,35661,26,73,32
Canada,British Columbia,Lightning,1934,8,352,66433,41,30,61
Canada,Alberta,Climate Change,1934,6,229,94338,16,43,62
France,Corsica,Lightning,1934,7,111,95522,31,43,55
France,Provence,Unknown,1934,9,487,42945,49,15,62
China,Yunnan,Human,1934,8,125,75687,46,88,5
China,Sichuan,Human,1934,10,170,95010,17,90,63
India,Madhya Pradesh,Human,1934,5,386,83761,49,17,36
India,Assam,Climate Change,1934,7,390,4123,30,22,8
Turkey,Mugla,Lightning,1935,9,168,64780,21,19,61
Turkey,Antalya,Lightning,1935,7,239,76552,27,84,57
Turkey,Izmir,Unknown,1935,8,189,66367,24,22,69
Spain,Catalonia,Deforestation,1935,5,139,15061,21,45,41
Spain,Andalusia,Climate Change,1935,7,405,78898,36,8,7
USA,California,Lightning,1935,10,30,69102,31,92,32
USA,Texas,Deforestation,1935,9,423,9522,32,66,28
USA,Oregon,Deforestation,1935,7,376,87312,42,13,16
Brazil,Amazonas,Lightning,1935,9,312,15622,47,55,56
Brazil,Mato Grosso,Human,1935,9,131,73743,43,92,26
Greece,Athens,Deforestation,1935,8,307,48691,25,71,16
Greece,Crete,Human,1935,5,139,86676,43,30,46
Australia,New South Wales,Human,1935,7,353,46935,21,16,33
Australia,Victoria,Unknown,1935,10,408,98484,17,5,28
Portugal,Lisbon,Human,1935,9,115,36619,34,18,7
Portugal,Porto,Climate Change,1935,5,443,31350,43,65,25
Italy,Sicily,Human,1935,6,186,60620,31,60,46
Italy,Sardinia,Lightning,1935,10,176,82513,33,33,3
Russia,Siberia,Deforestation,1935,8,151,4861,30,70,44
Russia,Far East,Unknown,1935,6,194,23338,43,28,40
Canada,British Columbia,Unknown,1935,8,132,38592,19,59,31
Canada,Alberta,Climate Change,1935,9,414,83709,41,57,31
France,Corsica,Deforestation,1935,7,255,17629,21,53,42
France,Provence,Climate Change,1935,6,81,56882,43,31,9
China,Yunnan,Climate Change,1935,8,324,83437,43,39,62
China,Sichuan,Human,1935,10,268,83138,44,90,22
India,Madhya Pradesh,Lightning,1935,8,271,93797,16,7,52
India,Assam,Lightning,1935,8,347,89436,34,29,31
Turkey,Mugla,Climate Change,1936,6,366,30446,31,30,24
Turkey,Antalya,Climate Change,1936,8,308,12663,16,92,32
Turkey,Izmir,Unknown,1936,7,134,94812,27,39,67
Spain,Catalonia,Climate Change,1936,10,35,53839,24,27,4
Spain,Andalusia,Human,1936,8,462,55424,48,88,62
USA,California,Deforestation,1936,9,460,23465,32,93,64
USA,Texas,Lightning,1936,9,498,56294,38,14,28
USA,Oregon,Lightning,1936,8,267,82781,40,19,34
Brazil,Amazonas,Deforestation,1936,10,233,14226,15,76,26
Brazil,Mato Grosso,Unknown,1936,5,36,75682,27,5,52
Greece,Athens,Climate Change,1936,10,140,75047,39,90,40
Greece,Crete,Deforestation,1936,8,184,96871,35,60,67
Australia,New South Wales,Lightning,1936,7,267,7607,37,79,35
Australia,Victoria,Climate Change,1936,5,286,91813,37,45,59
Portugal,Lisbon,Lightning,1936,6,384,86962,29,46,58
Portugal,Porto,Human,1936,7,21,4127,23,84,37
Italy,Sicily,Lightning,1936,7,101,12250,30,72,23
Italy,Sardinia,Climate Change,1936,9,212,73569,20,30,4
Russia,Siberia,Unknown,1936,8,78,50912,15,56,15
Russia,Far East,Unknown,1936,5,76,88910,42,75,11
Canada,British Columbia,Unknown,1936,7,317,70749,16,94,51
Canada,Alberta,Deforestation,1936,10,20,62489,31,26,69
France,Corsica,Unknown,1936,7,70,71340,33,20,55
France,Provence,Climate Change,1936,5,116,40309,35,15,40
China,Yunnan,Climate Change,1936,5,328,8060,40,65,52
China,Sichuan,Lightning,1936,6,397,88367,19,66,53
India,Madhya Pradesh,Climate Change,1936,10,137,30631,23,26,28
India,Assam,Climate Change,1936,6,212,5197,24,10,63
Turkey,Mugla,Deforestation,1937,5,393,71133,39,63,52
Turkey,Antalya,Deforestation,1937,6,136,99038,49,78,35
Turkey,Izmir,Deforestation,1937,8,74,51470,33,93,42
Spain,Catalonia,Deforestation,1937,5,179,17729,49,63,66
Spain,Andalusia,Lightning,1937,8,32,40821,33,59,58
USA,California,Human,1937,10,133,66667,35,92,26
USA,Texas,Climate Change,1937,5,239,87222,24,60,13
USA,Oregon,Climate Change,1937,5,124,8820,24,35,61
Brazil,Amazonas,Climate Change,1937,10,277,26005,32,66,30
Brazil,Mato Grosso,Deforestation,1937,7,484,21481,49,37,19
Greece,Athens,Lightning,1937,9,17,49992,31,68,2
Greece,Crete,Lightning,1937,5,38,1994,34,11,57
Australia,New South Wales,Unknown,1937,9,417,42335,31,52,27
Australia,Victoria,Unknown,1937,7,382,70482,35,46,62
Portugal,Lisbon,Human,1937,6,442,33138,40,29,60
Portugal,Porto,Deforestation,1937,7,339,28857,20,56,22
Italy,Sicily,Climate Change,1937,5,257,10944,19,66,5
Italy,Sardinia,Human,1937,10,278,17734,38,70,14
Russia,Siberia,Climate Change,1937,10,58,10738,17,41,38
Russia,Far East,Unknown,1937,9,391,25478,37,32,19
Canada,British Columbia,Human,1937,6,248,54791,40,52,41
Canada,Alberta,Human,1937,5,428,91882,22,60,32
France,Corsica,Unknown,1937,7,62,70383,33,67,40
France,Provence,Human,1937,8,408,60819,21,58,30
China,Yunnan,Lightning,1937,6,97,58131,33,60,18
China,Sichuan,Lightning,1937,5,241,80324,38,13,8
India,Madhya Pradesh,Lightning,1937,7,235,2793,25,80,62
India,Assam,Unknown,1937,6,302,73328,35,78,21
Turkey,Mugla,Climate Change,1938,6,168,24251,26,44,55
Turkey,Antalya,Climate Change,1938,6,182,36748,23,66,48
Turkey,Izmir,Deforestation,1938,9,464,17145,33,84,32
Spain,Catalonia,Lightning,1938,7,199,25018,32,30,14
Spain,Andalusia,Lightning,1938,6,150,61862,37,7,56
USA,California,Deforestation,1938,5,479,34383,39,28,10
USA,Texas,Deforestation,1938,10,425,87512,30,28,22
USA,Oregon,Climate Change,1938,8,44,58826,28,46,51
Brazil,Amazonas,Deforestation,1938,9,264,74411,31,89,58
Brazil,Mato Grosso,Unknown,1938,6,111,82835,41,84,34
Greece,Athens,Lightning,1938,10,112,27307,28,20,44
Greece,Crete,Human,1938,8,333,81581,26,74,20
Australia,New South Wales,Climate Change,1938,7,45,24856,20,63,65
Australia,Victoria,Climate Change,1938,5,404,691,35,8,39
Portugal,Lisbon,Deforestation,1938,5,352,41642,15,56,31
Portugal,Porto,Deforestation,1938,5,211,88629,44,46,12
Italy,Sicily,Deforestation,1938,7,412,2374,32,81,46
Italy,Sardinia,Unknown,1938,7,347,76564,36,48,65
Russia,Siberia,Deforestation,1938,9,285,17871,21,10,25
Russia,Far East,Human,1938,7,87,8662,43,28,49
Canada,British Columbia,Lightning,1938,9,441,64025,40,18,30
Canada,Alberta,Climate Change,1938,8,138,46728,32,91,39
France,Corsica,Deforestation,1938,7,389,87335,49,91,61
France,Provence,Deforestation,1938,6,312,81247,30,45,4
China,Yunnan,Unknown,1938,9,472,46833,46,30,59
China,Sichuan,Climate Change,1938,8,172,18398,27,36,2
India,Madhya Pradesh,Deforestation,1938,9,259,67609,22,29,41
India,Assam,Deforestation,1938,8,210,11344,41,88,63
Turkey,Mugla,Human,1939,7,249,27280,42,29,62
Turkey,Antalya,Human,1939,8,498,27460,30,86,8
Turkey,Izmir,Climate Change,1939,5,387,7510,23,60,57
Spain,Catalonia,Human,1939,5,318,94726,30,12,46
Spain,Andalusia,Deforestation,1939,5,186,59994,44,57,28
USA,California,Unknown,1939,7,394,25668,32,20,13
USA,Texas,Deforestation,1939,8,305,40739,43,94,23
USA,Oregon,Climate Change,1939,5,491,59794,36,49,10
Brazil,Amazonas,Climate Change,1939,8,17,69903,21,76,37
Brazil,Mato Grosso,Climate Change,1939,8,65,17240,41,5,35
Greece,Athens,Human,1939,8,348,60792,21,69,4
Greece,Crete,Lightning,1939,8,311,83138,43,63,7
Australia,New South Wales,Unknown,1939,9,277,93656,36,28,52
Australia,Victoria,Lightning,1939,6,143,68635,19,52,58
Portugal,Lisbon,Unknown,1939,9,342,79046,29,73,52
Portugal,Porto,Climate Change,1939,8,66,86234,20,75,27
Italy,Sicily,Deforestation,1939,6,12,91180,18,25,32
Italy,Sardinia,Climate Change,1939,9,492,46204,49,53,44
Russia,Siberia,Lightning,1939,5,297,62748,42,65,15
Russia,Far East,Unknown,1939,8,57,35461,47,28,21
Canada,British Columbia,Deforestation,1939,9,490,3969,21,40,39
Canada,Alberta,Unknown,1939,8,147,23546,43,48,16
France,Corsica,Human,1939,9,497,74190,35,19,15
France,Provence,Lightning,1939,6,496,69234,18,31,54
China,Yunnan,Climate Change,1939,8,323,75820,21,46,5
China,Sichuan,Human,1939,9,137,44078,42,84,42
India,Madhya Pradesh,Lightning,1939,10,482,7143,17,25,44
India,Assam,Unknown,1939,9,342,69100,42,30,4
Turkey,Mugla,Human,1940,5,104,355,31,67,56
Turkey,Antalya,Deforestation,1940,6,109,67496,33,32,4
Turkey,Izmir,Climate Change,1940,10,264,32699,25,41,66
Spain,Catalonia,Human,1940,5,405,54745,17,30,54
Spain,Andalusia,Unknown,1940,6,283,93549,39,68,23
USA,California,Human,1940,7,109,4891,24,24,48
USA,Texas,Lightning,1940,9,441,51045,33,66,13
USA,Oregon,Climate Change,1940,6,31,27776,15,64,58
Brazil,Amazonas,Unknown,1940,7,375,65269,48,93,61
Brazil,Mato Grosso,Deforestation,1940,6,235,54315,36,37,39
Greece,Athens,Deforestation,1940,9,498,86918,17,87,11
Greece,Crete,Lightning,1940,7,147,92654,38,81,5
Australia,New South Wales,Climate Change,1940,9,461,90309,21,5,61
Australia,Victoria,Deforestation,1940,6,144,96399,28,38,26
Portugal,Lisbon,Lightning,1940,9,136,92119,30,14,67
Portugal,Porto,Deforestation,1940,7,471,63465,22,82,11
Italy,Sicily,Lightning,1940,7,170,38528,33,32,27
Italy,Sardinia,Lightning,1940,6,179,17818,17,11,56
Russia,Siberia,Human,1940,6,23,11519,42,23,21
Russia,Far East,Deforestation,1940,9,337,5774,29,21,55
Canada,British Columbia,Climate Change,1940,6,32,44391,48,48,43
Canada,Alberta,Unknown,1940,5,400,66654,24,90,68
France,Corsica,Unknown,1940,8,204,50231,49,85,11
France,Provence,Human,1940,10,106,46108,36,41,65
China,Yunnan,Climate Change,1940,10,226,33742,48,64,49
China,Sichuan,Deforestation,1940,9,231,86989,22,37,45
India,Madhya Pradesh,Human,1940,9,480,79112,31,92,22
India,Assam,Human,1940,6,291,70607,44,80,45
Turkey,Mugla,Human,1941,8,311,10460,38,28,61
Turkey,Antalya,Lightning,1941,7,17,33470,22,68,21
Turkey,Izmir,Unknown,1941,5,75,78513,16,47,9
Spain,Catalonia,Unknown,1941,9,217,72402,49,27,47
Spain,Andalusia,Climate Change,1941,10,19,34533,26,68,53
USA,California,Deforestation,1941,8,455,45480,33,6,45
USA,Texas,Unknown,1941,9,452,55348,41,58,68
USA,Oregon,Human,1941,8,106,90843,36,52,40
Brazil,Amazonas,Unknown,1941,10,25,51457,45,30,23
Brazil,Mato Grosso,Climate Change,1941,9,261,94984,35,50,10
Greece,Athens,Deforestation,1941,5,51,89400,36,16,65
Greece,Crete,Lightning,1941,10,313,97523,19,77,47
Australia,New South Wales,Lightning,1941,10,432,73250,44,56,27
Australia,Victoria,Climate Change,1941,9,369,29814,49,57,59
Portugal,Lisbon,Lightning,1941,9,20,79220,46,56,21
Portugal,Porto,Lightning,1941,6,472,83556,43,87,45
Italy,Sicily,Unknown,1941,10,368,49813,28,9,42
Italy,Sardinia,Climate Change,1941,6,384,77107,21,84,28
Russia,Siberia,Human,1941,10,82,81167,47,48,21
Russia,Far East,Deforestation,1941,9,371,13831,43,28,55
Canada,British Columbia,Deforestation,1941,10,334,33715,46,49,62
Canada,Alberta,Deforestation,1941,10,220,75160,26,60,28
France,Corsica,Climate Change,1941,10,322,97653,27,34,50
France,Provence,Unknown,1941,5,120,97797,44,29,67
China,Yunnan,Deforestation,1941,8,406,75368,32,36,22
China,Sichuan,Climate Change,1941,6,41,24340,31,13,45
India,Madhya Pradesh,Climate Change,1941,10,50,93675,33,67,47
India,Assam,Deforestation,1941,5,98,21546,40,50,47
Turkey,Mugla,Deforestation,1942,7,18,47800,42,33,19
Turkey,Antalya,Lightning,1942,7,337,65455,19,79,60
Turkey,Izmir,Lightning,1942,7,319,43346,45,17,34
Spain,Catalonia,Unknown,1942,5,450,16306,20,93,16
Spain,Andalusia,Unknown,1942,8,316,92579,44,38,57
USA,California,Human,1942,8,235,99287,22,82,34
USA,Texas,Human,1942,9,315,64175,16,17,5
USA,Oregon,Deforestation,1942,8,438,95891,28,34,30
Brazil,Amazonas,Lightning,1942,8,45,46153,16,59,57
Brazil,Mato Grosso,Human,1942,10,138,11085,39,65,13
Greece,Athens,Unknown,1942,5,17,93430,39,63,38
Greece,Crete,Deforestation,1942,5,276,71260,37,18,7
Australia,New South Wales,Deforestation,1942,5,283,44959,26,17,7
Australia,Victoria,Climate Change,1942,10,388,50455,22,38,61
Portugal,Lisbon,Climate Change,1942,5,487,3193,36,9,14
Portugal,Porto,Climate Change,1942,8,88,13380,37,28,8
Italy,Sicily,Lightning,1942,10,297,91815,36,9,65
Italy,Sardinia,Unknown,1942,6,494,55897,29,77,54
Russia,Siberia,Climate Change,1942,5,93,67796,23,42,23
Russia,Far East,Unknown,1942,7,347,90132,43,19,66
Canada,British Columbia,Human,1942,10,418,29303,36,81,8
Canada,Alberta,Human,1942,8,177,86990,39,84,12
France,Corsica,Deforestation,1942,8,384,53314,46,54,18
France,Provence,Deforestation,1942,7,389,69632,18,91,29
China,Yunnan,Human,1942,8,441,6864,27,56,59
China,Sichuan,Climate Change,1942,9,83,21039,29,38,18
India,Madhya Pradesh,Deforestation,1942,5,24,31788,19,91,34
India,Assam,Human,1942,10,380,62257,33,5,14
Turkey,Mugla,Deforestation,1943,10,415,17961,20,27,11
Turkey,Antalya,Unknown,1943,7,407,17983,34,87,43
Turkey,Izmir,Unknown,1943,7,61,31557,21,75,51
Spain,Catalonia,Deforestation,1943,8,30,6653,23,65,21
Spain,Andalusia,Human,1943,6,241,75669,36,17,13
USA,California,Climate Change,1943,6,325,96067,36,22,67
USA,Texas,Lightning,1943,8,269,92198,35,30,35
USA,Oregon,Deforestation,1943,6,308,36634,28,44,16
Brazil,Amazonas,Deforestation,1943,5,249,57283,29,57,65
Brazil,Mato Grosso,Lightning,1943,8,84,71795,27,51,10
Greece,Athens,Climate Change,1943,6,213,5694,36,68,25
Greece,Crete,Human,1943,6,436,17775,27,91,46
Australia,New South Wales,Lightning,1943,6,231,64914,19,81,6
Australia,Victoria,Climate Change,1943,8,356,99158,38,22,22
Portugal,Lisbon,Climate Change,1943,10,398,68347,39,64,58
Portugal,Porto,Unknown,1943,7,388,50170,48,74,29
Italy,Sicily,Lightning,1943,7,171,36749,38,21,66
Italy,Sardinia,Climate Change,1943,10,73,18140,43,16,48
Russia,Siberia,Unknown,1943,7,116,77822,33,63,9
Russia,Far East,Climate Change,1943,8,307,3941,44,43,46
Canada,British Columbia,Deforestation,1943,5,170,4400,24,63,56
Canada,Alberta,Unknown,1943,8,213,76916,19,64,24
France,Corsica,Unknown,1943,10,312,88813,47,47,27
France,Provence,Deforestation,1943,6,308,50560,32,64,22
China,Yunnan,Human,1943,10,391,41035,16,70,43
China,Sichuan,Unknown,1943,8,166,86669,47,72,46
India,Madhya Pradesh,Lightning,1943,8,335,59104,19,93,50
India,Assam,Human,1943,8,297,42245,20,22,20
Turkey,Mugla,Unknown,1944,10,44,28020,49,46,66
Turkey,Antalya,Climate Change,1944,9,313,20202,38,32,63
Turkey,Izmir,Unknown,1944,7,277,84296,17,41,16
Spain,Catalonia,Climate Change,1944,7,436,69867,17,69,32
Spain,Andalusia,Human,1944,5,122,49917,48,13,63
USA,California,Human,1944,7,17,95912,27,5,48
USA,Texas,Unknown,1944,8,232,4130,24,32,7
USA,Oregon,Unknown,1944,7,252,36591,17,50,16
Brazil,Amazonas,Deforestation,1944,8,402,85715,17,90,20
Brazil,Mato Grosso,Climate Change,1944,7,464,33817,24,37,14
Greece,Athens,Deforestation,1944,7,439,92547,38,39,41
Greece,Crete,Lightning,1944,10,113,57871,49,72,34
Australia,New South Wales,Deforestation,1944,9,316,56327,33,47,13
Australia,Victoria,Unknown,1944,7,74,11619,41,45,26
Portugal,Lisbon,Unknown,1944,6,263,69815,37,52,68
Portugal,Porto,Unknown,1944,6,476,72398,25,31,22
Italy,Sicily,Climate Change,1944,8,244,33749,36,39,48
Italy,Sardinia,Lightning,1944,10,416,48721,45,64,38
Russia,Siberia,Deforestation,1944,9,18,31804,37,33,48
Russia,Far East,Unknown,1944,10,119,72893,33,31,16
Canada,British Columbia,Human,1944,7,263,64365,33,15,49
Canada,Alberta,Lightning,1944,9,329,89507,28,54,27
France,Corsica,Climate Change,1944,9,395,35298,18,52,18
France,Provence,Climate Change,1944,8,330,73651,24,40,30
China,Yunnan,Lightning,1944,10,8,47247,27,50,34
China,Sichuan,Human,1944,9,468,21426,19,74,68
India,Madhya Pradesh,Unknown,1944,8,488,70660,47,35,22
India,Assam,Climate Change,1944,7,479,35499,46,30,67
Turkey,Mugla,Deforestation,1945,8,282,628,18,41,39
Turkey,Antalya,Lightning,1945,7,5,80892,38,57,57
Turkey,Izmir,Climate Change,1945,5,12,22046,41,56,19
Spain,Catalonia,Lightning,1945,7,346,8563,19,86,4
Spain,Andalusia,Deforestation,1945,7,122,41652,21,54,15
USA,California,Human,1945,10,492,27026,41,33,58
USA,Texas,Unknown,1945,9,393,90432,20,6,44
USA,Oregon,Deforestation,1945,8,60,10304,39,13,4
Brazil,Amazonas,Deforestation,1945,6,180,35086,46,5,58
Brazil,Mato Grosso,Deforestation,1945,9,250,98547,25,94,56
Greece,Athens,Lightning,1945,5,350,42648,23,64,60
Greece,Crete,Lightning,1945,8,154,27499,41,43,26
Australia,New South Wales,Unknown,1945,10,345,75387,33,54,67
Australia,Victoria,Lightning,1945,10,57,6147,46,52,40
Portugal,Lisbon,Climate Change,1945,6,371,96459,26,12,27
Portugal,Porto,Deforestation,1945,8,47,3094,32,67,50
Italy,Sicily,Human,1945,7,159,47706,21,94,8
Italy,Sardinia,Lightning,1945,7,497,55021,21,89,54
Russia,Siberia,Deforestation,1945,10,105,8988,36,31,55
Russia,Far East,Deforestation,1945,5,8,99515,17,7,29
Canada,British Columbia,Human,1945,5,419,86253,36,25,54
Canada,Alberta,Human,1945,10,464,98713,34,53,8
France,Corsica,Climate Change,1945,9,52,42560,17,6,17
France,Provence,Climate Change,1945,10,362,81641,21,9,57
China,Yunnan,Human,1945,6,387,9859,27,34,26
China,Sichuan,Climate Change,1945,9,320,21150,42,62,21
India,Madhya Pradesh,Unknown,1945,6,393,52021,25,58,46
India,Assam,Lightning,1945,10,297,66399,28,52,24
Turkey,Mugla,Unknown,1946,10,344,61842,46,30,54
Turkey,Antalya,Unknown,1946,10,184,59868,22,44,23
Turkey,Izmir,Unknown,1946,7,124,29024,24,29,32
Spain,Catalonia,Human,1946,9,223,3764,45,94,22
Spain,Andalusia,Unknown,1946,8,453,32999,40,8,10
USA,California,Unknown,1946,10,119,81296,19,27,17
USA,Texas,Human,1946,10,489,67243,30,9,8
USA,Oregon,Climate Change,1946,7,69,34229,17,28,11
Brazil,Amazonas,Deforestation,1946,5,465,92051,37,85,17
Brazil,Mato Grosso,Unknown,1946,9,300,35426,38,73,46
Greece,Athens,Climate Change,1946,10,224,25694,16,43,22
Greece,Crete,Unknown,1946,9,255,15001,31,41,39
